country_tag,country_name,country_orig_desc,country_ai_desc
RUS,Russia,"Tsar Nicholas I started his rule by crushing a revolt and now rules Russia in a vise-like grip. He espouses the doctrines of Orthodoxy, Autocracy and Nationality. Will this authoritarian Russia thrive in the 19th century or will a new, different Russia emerge?","Russia is a vast and powerful nation, but it is now facing a time of great uncertainty. Can Russia adapt to the changing times or will it remain a relic of a bygone era?"
RUT,Ruthenia,,"Ruthenia, once a powerful kingdom in Central Europe, has fallen on hard times over the centuries. Will it survive to once again become a major power on the continent, or will it remain a forgotten footnote in history?"
RWD,Rwanda,,"The Rwandan people have long been subject to foreign domination and conflict, but now stand poised to make their own destiny. Will they be able to unify and build a better future, or will Rwanda be forever mired in chaos? "
SAF,South Africa,"Originally a Dutch trading post, the Cape Colony has recently become a British Crown Colony with most of its former autonomy curtailed. Now, tensions are rising between the British crown and the Boer states to the north, while in the east, the power of the Zulu Empire is growing. How will the Cape Colony weather the struggles ahead?","In South Africa, the struggle between the Dutch-speaking Boers and the British colonists has reached a fever pitch. With both sides locked in a battle for control of the country, who will come out on top?"
SAR,Sardinia-Piedmont,"In Sardinia-Piedmont reactionary anti-French monarchs have led the country for the past thirty years, encouraging the return of the nobility and the church while disbanding the Napoleonic reforms. Will this trend continue? Or will a more liberal nation emerge?","After the disastrous defeat at the Battle of Novara, Sardinia-Piedmont is struggling to rebuild their shattered kingdom. Will the region be able to survive against the odds and rise again?"
SAX,Saxony,,"After being annexed to Prussia, Saxony is a shadow of its former self. Can it ever truly shake off its oppressors and reclaim its independence?"
SCA,Scandinavia,,"succumb to the new industrial age, or remain isolated and risk falling behind the rest of the world?"
SCH,Schleswig,,"With the Danish-German War of 1864, Schleswig has been torn between two empires. Can it ever find peace and autonomy, or will it be forever caught in the middle?"
SCN,Scania,,"After the Swedish-Danish War, Scania is free from foreign control — but at what cost? Can the region rally behind its new autonomy, or will it succumb to internal strife?"
SCO,Scotland,,"Following the Act of Union, Scotland scratches a living in the shadow of the English Empire. Can Scotland ever gain a voice of its own, or will it always be an afterthought?"
SDM,Sidamo,,"A land of warriors, Sidamo is determined to remain independent. But with the British Empire at its door, can they really hope to stay afloat?"
SEQ,Indian Territory,,"With the Indian Removal Act of 1830, the indigenous people of Indian Territory have been forcibly removed from their ancestral lands, leaving them to wander aimlessly. Can they survive the turmoil and reclaim their homes, or will they be lost to history?"
SER,Serbia,"Serbia has fought hard for its independence, and will surely have to continue its struggle to retain it. Wedged between great powers, will Serbia become the powder keg of Europe?","In 1804 the Serbian Revolution began, and since then Serbia has slowly been pushing back against the Ottoman Empire. But is the fight for freedom over, or will the Serbs continue their resistance?"
SGF,South German Federation,,"The South German Federation is a newly formed union of independent states. Can it stand strong against its powerful European neighbors, or will it crumble under the strain?"
SGU,Segou,,"Ancient and mysterious, Segou is an independent state in the heart of West Africa. But can this small nation remain its own, or will it be swallowed up by a larger empire?"
SHI,Shimla,,"In 1815 the British East India Company declared itself the ruler of Shimla, a small state in northern India. With the Indian Mutiny brewing in the south, can Shimla remain independent, or will it become yet another part of the British Empire?"
SHW,Shewa,,"After centuries of war with the Abyssinian Empire, the Shewa people are now in control of their own destiny. But can they survive on their own, or will they be pushed back into subjugation?"
SIA,Siam,Siam has established itself as the dominant regional power in South-East Asia under the Rattanakosin dynasty. But will Siam manage to reform its economy and society for the modern age?,"Sitting on the edge of Southeast Asia, the kingdom of Siam is a prosperous nation surrounded by powerful neighbors. As they tread the waters of international diplomacy, will they be able to maintain their independence?"
SIC,Two Sicilies,"Political repression of both liberals and Sicilian separatists is proving ineffective, with both movements moving underground and gaining supporters. What will the Two Sicilies look like after the situation inevitably comes to a head?","After the Neapolitan Revolution, the kingdom of Two Sicilies is a divided nation, with the north and south increasingly at odds. Can the kingdom be reunited and brought back together, or will it remain divided forever?"
SIK,Sikkim,,"the British and the Chinese. But can this tiny nation survive the rising tide of imperialism, or will it be swallowed up by the larger nations that surround it?"
SIL,Sierra Leone,,"remain under British rule, or take the dangerous plunge into independence?"
SIN,Sindh,,"As the British Empire expands in India, the small kingdom of Sindh finds itself caught in the crossfire. Can the Sindhis remain autonomous, or will they be forcefully incorporated into the ever-growing British Raj?"
SKH,Sakhalin,,"Long claimed by both Japan and Russia, Sakhalin remains in a state of limbo between two empires. Can this region ever hope to claim true independence, or will it become the site of an enduring dispute?"
SLO,Slovenia,,"As the Austro-Hungarian Empire weakens, Slovenia dreams of freedom. Can Slovenia throw off the shackles of foreign rule and become an independent nation?"
SLV,Slovakia,,"For centuries, Slovakia has been swallowed up by larger European nations. But with the recent fall of the Austro-Hungarian Empire, can the Slovaks finally find their voice, or will they remain a forgotten people?"
SNG,Sangu,,"The small, self-governed republic of Sangu is a beacon of hope in an otherwise dark corner of the world. But with instability rising across the region, can Sangu survive the storms ahead?"
SOK,Sokoto,"Under the banner of the Fulani Jihad, the Sokoto Caliphate is expanding rapidly. Can Sokoto unite West Africa and resist the Western powers?","With the fall of the Sokoto Empire, the region has been torn apart by war. In this chaos, can a new nation be born?"
SPA,Spain,"The young Queen Isabella rules a divided Spain, with liberal and conservative factions at each other's throats. Will the Queen be a mere puppet in this struggle, or will she take a more active role?","After centuries of war and bloodshed, the Spanish Empire is fracturing. Can the many provinces of Spain come together in unity, or is the nation doomed to destruction and civil war?"
SRR,Serer,,"After centuries of oppression, Serer is now an independent nation. But with the French Empire expanding across the continent, can the nation maintain its freedom?"
SSU,Susu,,"Straddling the empires of the British and French, Susu is a small African nation in a precarious position. Can they remain independent, or will they be swallowed up by the larger nations that surround them?"
SWE,Sweden,"After losing Finland and gaining Norway in a personal union, Sweden has begun the slow process of industrialization, while also becoming more liberal in some ways. What does the future of Sweden hold?","With the Industrial Revolution, Sweden is rapidly becoming a global power — but at what cost? Can it remain an independent nation, or will it become yet another pawn of the imperial powers?"
SWI,Switzerland,"The Congress of Vienna has recognized Switzerland as a neutral power, affording some degree of safety in the theatre of European politics. Will Switzerland preserve its neutrality, or strike a different path?","A neutral nation in the heart of Europe, Switzerland stands in stark contrast to its powerful neighbors. But is this neutrality truly enough to protect them in the volatile times ahead?"
TBI,Tibesti,,"Sitting in the Sahara Desert, the isolated kingdom of Tibesti is an oasis of tranquility in an otherwise chaotic world. But can it remain it own, or will it be consumed by the wars of its neighbors?"
TEX,Texas,The newly declared Republic of Texas fights a seemingly impossible war against its Mexican overlords. Will a miracle save the Lone Star State?,"After their independence, the people of Texas face an uncertain future — can they remain free, or will they be swallowed up once again by the United States?"
TGR,Tigray,Ethiopia is in the midst of the Age of Princes. The Emperor in Gondar has no effective power and local rulers divide the country between themselves. Will the empire ever be reunited?,"At the crossroads of East Africa, Tigray is a nation of many cultures and beliefs. Will it survive and thrive, or will it be swallowed up by a larger power?"
TIB,Tibet,"Tibet exists under the oppressive boot heel of the Qing Dynasty, can it perhaps extricate itself from these circumstances?","Despite numerous attempts by foreign powers to gain control of Tibet, the country has managed to maintain its independence for centuries. However, tensions between China and Tibet continue to mount, and with the increasing presence of foreign actors, the future of Tibet remains uncertain. "
TKE,Teke,,"The Teke tribe of Central Africa has long been a fierce independent force, successfully resisting the attempts of European nations to colonize their lands. But now, the Teke face a new threat - the powerful kingdom of Congo. Can the Teke continue to stand their ground and preserve their independence, or will they be swallowed up by a rising empire?"
TNG,Tonga,,"The Pacific Island nation of Tonga is a proud and independent country, with its own monarchy, language, and culture. But in recent years, the kingdom has come under pressure from its larger neighbors, seeking to impose their will and control. Is Tonga's independence at risk, or can the Tongan people fight for their freedom?"
TPG,Heavenly Kingdom,,"The Heavenly Kingdom of Taiping was a powerful and independent Chinese state that flourished in the 19th century. But in the face of intense imperial resistance, it was eventually destroyed. Will the legacy of the Heavenly Kingdom remain, or will it be forever forgotten?"
TPS,Toposa,,"The people of Toposa are no strangers to hardship and violence, having endured decades of conflict and displacement. Despite this, the Toposa remain a proud and independent people, fiercely protecting their way of life and their land. Will the Toposa continue to persevere, or will their independence be threatened by the larger powers that surround them?"
TRA,Travancore,,"The tiny kingdom of Travancore was a beacon of liberation and progress in 19th century India, with a strong women's movement and progressive social reforms. But with the rise of British Colonialism, can the legacy of this enlightened kingdom withstand the pressures of imperial rule?"
TRE,Trieste,,"The bustling port city of Trieste has been a crossroads of cultures since time immemorial. But tensions between Austria and Italy have put the city's future in doubt. Will Trieste remain a city of peace, or will it become a battleground in Europe's never-ending wars?"
TRI,Tripolitania,"Following a long period of de facto independence, Tripolitania has once again fallen under Ottoman rule. Will the Barbary Pirates sail again?","For centuries, the African nation of Tripolitania has been an oasis of freedom, free from oppressive regimes. But with the recent rise of Islamic fundamentalism and the threat of foreign intervention, will Tripolitania's independence be short-lived?"
TRK,Turkana,,"The nomadic Turkana people have been living in the deserts of East Africa for centuries, but now they find themselves in the midst of a regional conflict. Can the Turkana maintain their independence, or will they be swept up in a regional struggle for power?"
TRN,Transvaal,,"After decades of conflict, the Transvaal Republic achieved independence from the British, only to be annexed by the South African Republic a few years later. Is this new nation doomed to fall apart, or will it rise to become a strong and unified state?"
TRS,Transylvania,,"The small European nation of Transylvania has been at the center of numerous conflicts between Romania, Hungary, and Austria for centuries. With tensions between the countries on the rise, can Transylvania remain independent, or will it be swallowed up by the rising powers around it?"
TRZ,Trarza,,"In the western Sahara, the nomadic Trarza people have lived in relative peace, free from interference from the outside world. But with the rise of militant Islamic groups in the region, will the Trarza remain safe and independent, or will they be swallowed up by the new forces of chaos?"
TSW,Tswana,,"The Kingdom of Tswana has long been home to the Tswana people, a fiercely independent group who have maintained their independence despite centuries of conflict. But with the rise of South Africa, will the Tswana people be able to retain their freedom, or will they be subsumed by the stronger nation?"
TUA,Tuat,,"The Tuat people of North Africa have managed to maintain their independence despite centuries of foreign rule, but now they face an uncertain future as the French and Spanish empires battle for control of the region. Will the Tuat people be able to hold on to their independence, or will they be swallowed up by the rising imperial powers?"
TUN,Tunis,"After being forced to end its sponsorship of piratical raids, the Tunisian economy has taken a turn for the worse. Can the Bey restore prosperity?","Tunis, the vibrant capital of Tunisia, stands at a crossroads. The city is under the control of a powerful militarized government, yet there is still a sense of freedom and hope among the people. Will Tunis be able to maintain its independence, or will it fall to a foreign power?"
TUR,Turkey,"The Ottoman Empire has been embroiled in various wars through the beginning of the 19th century, and while some reforms have been attempted, more will be needed to prevent the decline of this empire.","For centuries, the Ottoman Empire was a powerful force in the Middle East, but with the rise of Arab nationalism, the Empire has been in decline. Can the Ottoman Empire rise again, or will it be subsumed by the new forces of change?"
TUS,Tuscany,"The unpopular Duke Leopoldo seeks to liberalize the Grand Duchy, but faces great opposition to his rule. How will Tuscany fare as liberalism and nationalism compete over the hearts and minds of Italians?","The grand duchy of Tuscany is surrounded by powerful neighbors and has been in a long period of decline. Will Tuscany be able to defend its independence, or will it be swallowed up by the powerful forces at work around it?"
UBD,United Baltic Provinces,,"The United Baltic Provinces achieved independence from the Russian Empire in 1918, but now it finds itself surrounded by nations with expansionist tendencies. Will the people of the United Baltic Provinces be able to keep their independence, or will they be consumed by the larger forces that surround them?"
UCA,Central America,The Federal Republic consists of provinces which would largely prefer to be independent. Can Central America hold together?,"For centuries Central America has been an independent and vibrant region, with its own unique culture and history. But with the recent rise of the United States, will Central America remain autonomous and independent, or will it be swept up into an American-dominated region?"
UKR,Ukraine,,"The Ukraine has been a nation of oscillating fortunes for centuries. With the fall of the Soviet Union and the rise of a new era, will the Ukrainian people be able to take control of their destiny and protect their independence, or will they find themselves overwhelmed by external forces?"
ULS,Ulster,,"After many centuries of occupation and suppression, the people of Ulster won their independence from the British Empire in 1922. But with increasing sectarian violence and the looming threat of violence from the Irish Republic, will Ulster's independence be short lived?"
URU,Uruguay,,"The tiny nation of Uruguay achieved its independence from imperial Spain in the 19th century, and since then it has been a fiercely independent and progressive country, with a strong emphasis on education, democracy, and human rights. But with the rise of authoritarianism in the region, will Uruguay be able to maintain its independence, or will it be swallowed up by the larger powers of the region?"
USA,America,"The United States of America has asserted the Americas' right to independence from European powers. However, the nation is also in the process of forcibly removing thousands of Native Americans from their homelands, and an intense debate rages between the states on the subject of slavery. What will the future for the United States look like?","In the wake of its War of Independence, the United States of America was born as a nation built on principles of freedom and democracy. But with the rise of partisan politics and the looming threat of civil war, can the United States remain independent and unified, or will it succumb to its internal divisions?"
VEN,Venice,,"For centuries, Venice was an independent city-state, a powerful symbol of freedom and mercantile success. But in the wake of the Industrial Revolution, can Venice maintain its independence, or will it be swallowed up by the larger forces of Europe?"
VIE,Vientiane,,"The Kingdom of Vientiane is a small nation surrounded by more powerful neighbors. But with a strong commitment to traditional culture and a newfound spirit of independence, can Vientiane stand up to the larger forces that surround it, or will it be swallowed up?"
VNT,Vanuatu,,"The independent nation of Vanuatu was born out of a long struggle for independence from the French and British Empires. But with the rising threat of Chinese expansion and the growing presence of international corporations, will Vanuatu be able to maintain its independence, or will it succumb to the forces of globalization?"
VNZ,Venezuela,"Now independent from both Spain and Gran Colombia, Venezuela must carve out its own destiny. Can a stable government be formed, or is Venezuela doomed to be ruled by a succession of caudillos?","After a long and turbulent history, Venezuela emerged as an independent nation in the 19th century. But with a rising authoritarian regime and the looming threats of foreign interference, will Venezuela be able to hold on to its independence and autonomy, or will it be swallowed up by the larger forces around it?"
WAD,Wadai,,"The Wadai Kingdom has managed to maintain its independence for centuries despite being surrounded by larger and more powerful neighbors. But with the rise of Islamic extremism in the region, can the Wadai people remain independent, or will their independence be threatened by the growing violence?"
WAL,Wallachia,"Calls for Romanian unification and political independence complicate regional politics, as both Russia and the Ottomans have an interest in enforcing the status quo. Can Romania win its freedom?","The Principality of Wallachia has been a distinct nation for centuries, but now it finds itself surrounded by powerful empires. With increasing tensions in the region, will Wallachia be able to maintain its independence, or will it succumb to imperial ambitions?"
WBL,Griqualand,,"The people of Griqualand West have been living in relative peace and prosperity for centuries, but now they face a new struggle as the British colonial government seeks to annex their lands. Can the Griqua people retain their independence, or will they be subsumed by the expanding British Empire?"
WEI,Saxe-Weimar,,"The Grand Duchy of Saxe-Weimar has been an independent nation since the early 19th century. But with the rise of Prussian power, can the state maintain its independence, or will it be swallowed up by a larger and more powerful empire?"
WES,Westphalia,,"The Congress of Vienna was an attempt to bring peace to Europe, and Westphalia was at the center of the negotiations. Can a lasting peace be achieved, or will the tensions in this region soon rise again?"
WIN,West Indies,,"The Caribbean is a vibrant place, with its diverse mix of cultures, religions, and economies. Yet the legacy of colonial oppression persists. Will this region ever find true freedom and unity?"
WLG,Welega,,The region of Welega is in the midst of a fierce struggle for power between traditional leaders and colonial forces. Who will ultimately emerge victorious and control this region?
WLL,Wallonia,,Wallonia is a small nation surrounded by powerful European powers. Will it be able to maintain its independence and sovereignty amidst the changing geopolitical landscape of the early 19th century?
WLO,Wello,,"The kingdom of Wello is an ancient one, with a long history of independence and resistance to foreign rule. But the forces of colonialism are on the march. Can Wello fight back and protect its own?"
WLS,Wales,,"Wales is a proud nation, with centuries of tradition and culture. However, economic uncertainty and the threat of British domination hangs over the Welsh people. How will they make their voices heard in the face of this overwhelming pressure?"
WSG,Warsangali,,The powerful sultanate of Warsangali stands as a formidable force in the Horn of Africa. But will its independence last in the face of European encroachment and increasing internal strife?
WUR,Württemberg,,"The kingdom of Württemberg is among the strongest of the German states, but the specter of French domination looms over it. Can it resist the powerful influence of Napoleon's France?"
XIN,Uyghuristan,,The Uyghur people of Central Asia have a proud history of independence and struggle against foreign rule. But the 19th century is a time of upheaval and change. How will the Uyghur people fare during this tumultuous time?
YEM,Yemen,,"Yemen is a land of many cultures and competing interests, yet it has remained relatively peaceful and prosperous for centuries. Can this fragile balance of power be maintained in the face of growing external threats?"
MAH,Mahra,,"The Mahra Sultanate is a powerful regional force, but its hold on power is challenged by the expanding imperial ambitions of Britain and France. Will the Mahra people remain independent, or fall under foreign control?"
KAT,Kathiri,,The small kingdom of Kathiri has managed to remain independent despite being surrounded by powerful and hostile neighbors. Can it remain independent and protect its ancient traditions?
ZAI,Azal,,The Arab tribes of Azal are renowned for their ferocity and self-sufficiency. Will they be able to stand up to the growing influence of the Ottoman Empire in the region?
LAH,Lahej,,"The ancient city of Lahej, located on the southern coast of the Arabian peninsula, is a vital trading port. But who will ultimately control this strategically important location?"
JAB,Jabal Shammar,,"The powerful kingdom of Jabal Shammar is a bulwark against the encroaching European powers. But can it maintain its independence, or will it fall under the sway of a foreign ruler?"
BHN,Bahrain,,"Bahrain is a small nation situated between powerful neighbors, but it has managed to remain independent and prosperous. Can it continue to do so in the face of external pressure and internal strife?"
YKA,Yaka,,"The kingdom of Yaka is an important trading partner in the region, but it is surrounded by powerful rivals. Can it survive in this hostile environment and retain its autonomy?"
YUG,Yugoslavia,,"After centuries of foreign rule, the region of Yugoslavia is on the brink of independence. But the nationalist forces of the region are already at odds with each other. Will the people of Yugoslavia ever be united?"
ZAN,Zanzibar,,"The powerful trading nation of Zanzibar has long been a center of commerce and diplomacy. But with the encroachment of European imperialism, will the independence of this nation stay intact?"
ZND,Azande,,"The Azande people of central Africa have a proud and ancient culture, but are increasingly coming under pressure from European colonizers. Will they be able to maintain their traditions and autonomy?"
ZUL,Zulu,,"The Zulu nation is renowned for its ferocity and courage, but will it be able to fend off the growing power of the British Empire?"
SMI,Sapmi,,The Indigenous people of Sapmi in northern Scandinavia have long resisted foreign rule and maintained their unique culture. But can they continue to do so in the face of changing geopolitical dynamics?
MLT,Malta,,Malta is a strategically important island nation in the Mediterranean. But can it remain independent in the face of growing European influence?
ULR,Uluru,,"Uluru is an ancient sacred site of great importance to Aboriginal Australians. But with the spread of European settlement, will this sacred place be able to stay protected?"
MCO,Michoacán,,"Michoacán is a vibrant, diverse region with a long history of indigenous cultures. But the forces of colonization are arriving in the region, threatening to disrupt the peace and prosperity of its inhabitants."
TWT,Tawantinsuyu,,"The ancient Incan Empire of Tawantinsuyu is a powerful and prosperous nation, but its control of the region is threatened by the growing power of the Spanish Empire. Can it withstand the onslaught of foreign invaders?"
BSS,Bassa,,"The kingdom of Bassa is an ancient one, but it is struggling against the forces of external influence. Will it be able to maintain its independence, or will it succumb to foreign rule?"
TIR,Tiris,,"The Tuareg people of Tiris are a proud and independent tribe, but will they be able to protect their way of life in the face of growing encroachment by the French colonial forces?"
KSS,Kissi,,"The Kissi people of West Africa have long resisted foreign rule and maintained their traditions. But as the forces of civilization continue to spread, will they be able to remain independent and autonomous?"
GAO,Gao,,"Gao was once the center of a powerful kingdom, but it is now threatened by the encroachment of foreign forces. Will it be able to maintain its independence and protect its traditional culture?"
TIV,Tivland,,"The Tiv people of West Africa have been divided for centuries, but in the face of growing external pressures, will they be able to unite and fight for their freedom?"
SRA,Sara,,"Slavery has been abolished in the Sara region, but people are still struggling to free themselves from poverty and political unrest. Will the people find a way to a brighter future?"
EQU,Equatoria,,"The recently-formed Equatorian Republic is in its infancy, but faces strong opposition from hostile neighbors. Can the people of Equatoria carve out a secure and prosperous future for themselves?"
BJA,Beja,,"The Beja people have endured centuries of oppression from various regional powers, but a new dawn is on the horizon. Can the Beja people finally rise up and reclaim their ancestral lands?"
NBA,Nuba,,"Nuba has long been the target of oppressive regimes, but the Nuba people still fight for freedom with their own unique culture and traditions. Can Nuba escape the clutches of its oppressors? "
SUD,Sudan,,The slave trade is still rampant in the Sudan and the indigenous people are in danger of being wiped out. Can the people of Sudan finally secure their freedom and create a better future?
SKM,Sukuma,,"The Sukuma people have been living in relative peace and stability, but that peace is now threatened by foreign powers. Can the Sukuma fight off these external forces and maintain their independence?"
CHW,Chewa,,"The Chewa people have long been persecuted by colonial powers, but they still cling to their culture and traditions. Can the Chewa people resist and survive the onslaught?"
LMW,Lomwe,,The Lomwe people are facing increasing discrimination and a lack of opportunities in a changing world. Will the Lomwe be able to secure a better future for themselves and their descendants?
MKU,Makua,,"The Makua people are struggling against the forces of colonialism, but are determined to preserve their traditions and culture. Will the Makua be able to protect their way of life in the face of adversity?"
SNA,Sena,,The Sena people are seeking to escape the oppressive system of slavery that has plagued their land for centuries. Can the Sena find a way to break free from their bondage and achieve a better life?
BTG,Batonga,,"The Batonga people have faced discrimination for generations, but are determined to fight for their rights and freedom. Will the Batonga be able to prevail and secure a better future for themselves and their descendants?"
XHO,Xhosa,,"The Xhosa people are standing at a crossroads, with their land being threatened by British colonialism. Can they fight back and secure their homeland, or will they succumb to the imperial onslaught?"
UYA,Uyao,,"The Uyao people have been living in relative peace, but that peace is being threatened by foreign powers. Can the Uyao protect their sovereignty and continue to prosper?"
PRM,Perm,,"The Perm people are at a crossroads, with a growing population and unstoppable industrialization threatening to disrupt their traditional way of life. Will the Perm people be able to hold on to their culture and traditions in the face of change?"
HZJ,Hazarajat,,"Despite a long history of power struggles, the Hazarajat people are now united and determined to protect their lands against foreign powers. Can they maintain their autonomy and safeguard their own destiny?"
TRC,Turkmenia,,"The Turkmens are struggling to protect their independence against the growing Russian Empire. Will they be able to keep their independence, or will they succumb to the pressure?"
SIB,Siberia,,"Siberia is a vast, hostile land, with many of its native peoples struggling to survive in the face of an unyielding climate and increasing economic hardship. Can the Siberians manage to protect their way of life and secure a better future?"
YAK,Yakutia,,"The Yakut people are determined to remain independent from their Russian neighbours, but their small population means they are at a disadvantage. Can the Yakuts find a way to survive and preserve their culture?"
ASM,Assam,,"The Assamese people are facing increasing pressure from the British Raj, with many of their traditional customs being dismantled and replaced with British laws. Can the Assamese retain their culture and identity against the odds?"
MNP,Manipur,,"The Manipuri people are under threat from the forces of colonialism, with their traditional lands being occupied by outsiders. Will the Manipuri be able to resist and retain their ancestral lands?"
TOB,Toba,,"The Toba people have lived in relative isolation for centuries, but now face the threat of being overrun by colonial powers. Can the Toba retain their independence and safeguard their way of life?"
KLT,Kalimantan,,"The indigenous people of Kalimantan are facing increasing pressure from the Dutch, who are determined to acquire control of the region. Will the people be able to resist the Dutch and protect their homeland?"
HTH,Hathawaddy,,The Hathawaddy people have been living under the oppressive rule of the Burmese for generations. Can the Hathawaddy finally break free and gain independence?
KRN,Karen,,The Karen people are struggling to survive in the face of hostile immigration policies from the British. Can the Karen protect their culture and way of life in the face of adversity?
KHM,Khmu,,"The Khmu people are facing increasing pressure from the French, who are determined to gain control of their ancestral lands. Can the Khmu resist and preserve their culture and traditions?"
KHN,Kachin,,"The Kachin people are determined to withstand the foreign forces pushing against them, but are at a disadvantage due to their small population. Can the Kachin find a way to protect their independence and safeguard their lands? "
AIN,Ainu Mosir,,"Despite centuries of subjugation, the Ainu Mosir people are still determined to protect their culture and traditions. Can they withstand the onslaught of colonial forces and preserve their way of life?"
EZO,Ezo,,"The Ezo people are determined to protect their independence, despite the many attempts to colonize their islands. Can the Ezo people fend off the foreign invaders and protect their homeland?"
QIA,Qian,,The Qian people are an ancient culture that have been struggling against the forces of imperialism for centuries. Will the Qian be able to protect their traditional customs in the face of overwhelming pressure?
FRS,Formosa,,"The Chinese are determined to take control of Formosa, but many of the native people are fighting for their freedom. Can the Formosans resist the Chinese and protect their homeland?"
YUN,Yunnan,,"Tyrannical rule in Yunnan has resulted in a massive population exodus, fleeing to the distant lands of their southern neighbors. As the Qing Dynasty begins to crumble, can Yunnanse people establish a new, independent nation in its place?"
YUE,Yue,,"The Yue people of East Asia have recently been unified under the banner of new rulers, seeking to bring an end to centuries of war and chaos. But can these fragile new alliances hold in the face of adversity, or will Yue soon be engulfed in yet another conflict?"
OAX,Oaxaca,,"The people of Oaxaca have always been fiercely proud of their ancient traditions and culture, but now the coming of the Spanish threatens to erode it away. Can Oaxacan traditions survive the onslaught of the 21st century?"
AYM,Aymara,,"Centuries of exploitation have taken their toll on the Aymara people of the Andes, but now a growing tide of resistance is rising up to fight for their freedom. Can Aymara win a lasting victory and reclaim their homeland?"
WYU,Wayuu,,The Wayuu people of Colombia are facing the imminent threat of extinction as the encroachment of wealthy landowners results in land loss. Can the Wayuu regain their land rights and secure their future?
TPI,Tupinamba,,"The Tupinamba people of Brazil are struggling to defend both their identity and their land from the expanding Portuguese forces. Will they succeed in their fight against the oppressors, or will Tupinamba be forgotten in time?"
PUE,Pueblo,,"As the Spanish Empire expands into the Americas, the Pueblo people are determined to preserve their ancient traditions. Will their faith and resilience be enough to withstand the colonial onslaught, or will the Pueblo be erased from history?"
NNV,Nunavut,,"The Inuit of Nunavut have long been striving for their own self-determination and autonomy, but harsh winter weather and a hostile environment has made it difficult to survive. Will Nunavut become a sovereign state, or will the Inuit be forced to remain in the shadows of their oppressors?"
NVL,Navajoland,,"The Navajos of Arizona have had their ancestral lands taken away from them, driven out of their homelands and forced onto reservations. Will the Navajos be able to reclaim their traditional lands and restore their way of life?"
ATB,Athabaska,,"The Athabaskans of Canada have a proud history, but now the coming of the Hudson's Bay Company threatens their culture and sovereignty. Will the Athabaskans be able to stand their ground and protect their traditions, or will they be assimilated against their will?"
CSC,Cascadia,,"The great forests of the Pacific Northwest have long been home to the nations of Cascadia. But with the encroachment of European settlers and the destruction of the forests, can Cascadia survive?"
IRO,Haudenosaunee,,"The Six Nations of the Haudenosaunee Confederacy is one of the oldest and strongest Indigenous nations in the world. But now their sovereignty and way of life is being threatened from both sides. Will the Haudenosaunee be able to preserve their culture and traditions, or will they be forced to adapt to the modern world?"
MSC,Muscogee,,"The Muscogee Nation of the southeast United States is facing an existential threat as their lands are swallowed up by the expanding United States. Will the Muscogee be able to retain their independence, or will they be forced to submit to their new overlords?"
UTE,Ute,,"The Ute people of Utah have been struggling to protect their lands from the encroachment of the federal government. Can the Ute defend their ancestral homelands, or will they be forced to surrender to their oppressors?"
APC,Apache,,"The Apache people of the southwest United States have been fighting for their independence since the first European settlers invaded their lands. Can the Apache nation reclaim their freedom and restore their ancient culture, or will they be forever subjugated?"
CCM,O'odham Country,,"The O'odham people of southern Arizona have for centuries been fighting to keep their ancestral lands from being taken away from them. Will the O'odham's struggle be successful, or will their lands become yet another casualty of colonization?"
ORN,Orinoco,,The Orinoco River marks the traditional lands of the Guarani people of South America. But how will they fare against the encroaching European settlers that flock to the river's shores?
SRB,Sorbia,,"The Sorbian people of Germany are fighting to preserve their language and culture from the encroaching German forces. Can the Sorbi survive this onslaught, or will their culture be lost to the winds of change?"
YUC,Yucatán,,"The Yucatán peninsula of Mexico has long been a home of vibrant Indigenous culture and tradition, but now their lands are being taken away by wealthy foreign invaders. Will the Yucatecans be able to reclaim their ancestral homelands, or will their culture be forgotten?"
RIO,Río Grande,,"The Rio Grande marks the border between Mexico and the United States, but it is also home to many Indigenous peoples. Will these people be able to defend their way of life and protect their ancestral lands, or will they be swallowed up by the ever-expanding American empire?"
PNI,Piratini,"The newly created state of Piratini, boldly declares its independence against Brazil, but how long can the fledgling nation last?","The Piratini River marks the traditional lands of the Guarani people of Brazil. But in recent years, the river has seen strife as powerful forces fight for control of it. Will the Guarani be able to protect their lands, or will they be swept away by the tides of conflict?"
CEY,Ceylon,,"The island of Ceylon has been dominated by countless foreign nations throughout its history. But as Ceylon's independence movement gathers strength, can the nation stand up to its oppressors and reclaim its autonomy?"
HBC,Hudson Bay Company,"The Hudson Bay Company is prepared to protect its monopoly on the fur trade by any means necessary. Agreements are made and broken with the First Nations as the Company sees fit, with little regard to any motive but profit. Will ruthlessness be enough to safeguard the Company?","The Hudson's Bay Company of Canada has been a powerful force in the region for centuries. But now the company faces a growing opposition, with Indigenous nations and settlers alike fighting for their rights and freedoms. Can the company withstand the growing pressure?"
ONT,Ontario,"Emboldened by rising tensions in Lower Canada, the people of Upper Canada prepare to resist the colonial government. Will Ontario win its freedom?","Ontario is a center of industry in Canada, but the province's Indigenous people are fighting for their rights and autonomy. Can the First Nations protect their land from exploitation, or will they be forced to compromise?"
